,0,1,2,3
202,IIL_A76H,20230818200000,-52.5096,-38.2385
203,IIL_A76H,20230818210000,-52.5066,-38.2406
204,IIL_A76H,20230818220000,-52.5035,-38.2427
205,IIL_A76H,20230818230000,-52.5004,-38.2449
206,IIL_A76H,20230819000000,-52.4972,-38.2472
207,IIL_A76H,20230819010000,-52.4939,-38.2496
208,IIL_A76H,20230819020000,-52.4907,-38.2522
209,IIL_A76H,20230819030000,-52.4874,-38.2549
210,IIL_A76H,20230819040000,-52.4841,-38.2579
211,IIL_A76H,20230819050000,-52.4807,-38.2610
212,IIL_A76H,20230819060000,-52.4774,-38.2643
213,IIL_A76H,20230819070000,-52.4742,-38.2678
214,IIL_A76H,20230819080000,-52.4709,-38.2715
215,IIL_A76H,20230819090000,-52.4678,-38.2754
216,IIL_A76H,20230819100000,-52.4647,-38.2796
217,IIL_A76H,20230819110000,-52.4616,-38.2839
218,IIL_A76H,20230819120000,-52.4587,-38.2884
219,IIL_A76H,20230819130000,-52.4558,-38.2932
220,IIL_A76H,20230819140000,-52.4531,-38.2981
221,IIL_A76H,20230819150000,-52.4504,-38.3032
222,IIL_A76H,20230819160000,-52.4479,-38.3084
223,IIL_A76H,20230819170000,-52.4456,-38.3138
224,IIL_A76H,20230819180000,-52.4434,-38.3193
225,IIL_A76H,20230819190000,-52.4414,-38.3248
226,IIL_A76H,20230819200000,-52.4396,-38.3305
227,IIL_A76H,20230819210000,-52.4380,-38.3362
228,IIL_A76H,20230819220000,-52.4366,-38.3419
229,IIL_A76H,20230819230000,-52.4354,-38.3476
230,IIL_A76H,20230820000000,-52.4344,-38.3532
231,IIL_A76H,20230820010000,-52.4337,-38.3587
232,IIL_A76H,20230820020000,-52.4333,-38.3641
233,IIL_A76H,20230820030000,-52.4330,-38.3693
234,IIL_A76H,20230820040000,-52.4330,-38.3743
235,IIL_A76H,20230820050000,-52.4332,-38.3791
236,IIL_A76H,20230820060000,-52.4336,-38.3836
237,IIL_A76H,20230820070000,-52.4341,-38.3878
238,IIL_A76H,20230820080000,-52.4347,-38.3916
239,IIL_A76H,20230820090000,-52.4353,-38.3951
240,IIL_A76H,20230820100000,-52.4360,-38.3983
241,IIL_A76H,20230820110000,-52.4367,-38.4010
242,IIL_A76H,20230820120000,-52.4373,-38.4034
243,IIL_A76H,20230820130000,-52.4378,-38.4055
244,IIL_A76H,20230820140000,-52.4380,-38.4074
245,IIL_A76H,20230820150000,-52.4380,-38.4091
246,IIL_A76H,20230820160000,-52.4377,-38.4108
247,IIL_A76H,20230820170000,-52.4371,-38.4125
248,IIL_A76H,20230820180000,-52.4364,-38.4144
249,IIL_A76H,20230820190000,-52.4354,-38.4165
250,IIL_A76H,20230820200000,-52.4344,-38.4189
251,IIL_A76H,20230820210000,-52.4332,-38.4216
252,IIL_A76H,20230820220000,-52.4321,-38.4247
253,IIL_A76H,20230820230000,-52.4310,-38.4280
254,IIL_A76H,20230821000000,-52.4299,-38.4317
255,IIL_A76H,20230821010000,-52.4289,-38.4356
256,IIL_A76H,20230821020000,-52.4280,-38.4398
257,IIL_A76H,20230821030000,-52.4273,-38.4442
258,IIL_A76H,20230821040000,-52.4268,-38.4488
259,IIL_A76H,20230821050000,-52.4264,-38.4534
260,IIL_A76H,20230821060000,-52.4262,-38.4582
261,IIL_A76H,20230821070000,-52.4263,-38.4630
262,IIL_A76H,20230821080000,-52.4265,-38.4679
263,IIL_A76H,20230821090000,-52.4270,-38.4726
264,IIL_A76H,20230821100000,-52.4276,-38.4773
265,IIL_A76H,20230821110000,-52.4285,-38.4818
266,IIL_A76H,20230821120000,-52.4295,-38.4862
267,IIL_A76H,20230821130000,-52.4307,-38.4904
268,IIL_A76H,20230821140000,-52.4321,-38.4944
269,IIL_A76H,20230821150000,-52.4336,-38.4981
270,IIL_A76H,20230821160000,-52.4352,-38.5016
271,IIL_A76H,20230821170000,-52.4368,-38.5049
272,IIL_A76H,20230821180000,-52.4386,-38.5078
273,IIL_A76H,20230821190000,-52.4404,-38.5106
274,IIL_A76H,20230821200000,-52.4422,-38.5131
275,IIL_A76H,20230821210000,-52.4440,-38.5154
276,IIL_A76H,20230821220000,-52.4458,-38.5175
277,IIL_A76H,20230821230000,-52.4475,-38.5195
278,IIL_A76H,20230822000000,-52.4492,-38.5215
279,IIL_A76H,20230822010000,-52.4509,-38.5234
280,IIL_A76H,20230822020000,-52.4525,-38.5253
281,IIL_A76H,20230822030000,-52.4540,-38.5272
282,IIL_A76H,20230822040000,-52.4556,-38.5292
283,IIL_A76H,20230822050000,-52.4570,-38.5313
284,IIL_A76H,20230822060000,-52.4585,-38.5335
285,IIL_A76H,20230822070000,-52.4599,-38.5358
286,IIL_A76H,20230822080000,-52.4613,-38.5383
287,IIL_A76H,20230822090000,-52.4628,-38.5410
288,IIL_A76H,20230822100000,-52.4643,-38.5437
289,IIL_A76H,20230822110000,-52.4659,-38.5466
290,IIL_A76H,20230822120000,-52.4675,-38.5495
